Date,CustomerId,ProductId,Quantity,Rating
1/2/2021,C1436,P3,2,1
1/2/2021,C973,P1,6,2
1/2/2021,C1424,P64,4,3
1/2/2021,C880,P91,7,
1/2/2021,C725,P100,8,3
1/2/2021,C1421,P102,3,3
1/2/2021,C1020,P82,7,2
1/2/2021,C911,P90,2,2
1/2/2021,C753,P10,8,5
1/2/2021,C1152,P71,8,2
1/2/2021,C404,P116,6,4
1/2/2021,C212,P70,5,
1/2/2021,C1196,P98,3,1
1/2/2021,C365,P112,1,1
1/2/2021,C1001,P110,8,1
1/2/2021,C1493,P10,8,5
1/2/2021,C258,P15,8,1
1/2/2021,C1405,P84,4,2
1/2/2021,C542,P8,8,5
1/2/2021,C1409,P80,5,5
1/2/2021,C1279,P98,1,1
1/2/2021,C513,P72,2,1
1/2/2021,C1259,P35,5,5
1/2/2021,C883,P61,5,4
1/2/2021,C1490,P7,4,4
1/2/2021,C1453,P37,2,3
1/2/2021,C449,P96,4,4
1/2/2021,C1079,P61,2,5
1/2/2021,C31,P50,9,
1/2/2021,C889,P39,1,2
1/2/2021,C1061,P71,9,2
1/2/2021,C874,P37,4,
1/2/2021,C307,P51,3,
1/2/2021,C489,P55,1,1
1/2/2021,C777,P92,3,
1/2/2021,C832,P18,3,2
1/2/2021,C1159,P10,7,1
1/2/2021,C900,P65,6,2
1/2/2021,C432,P37,1,1
1/2/2021,C418,P66,6,3
1/2/2021,C426,P96,6,5
1/2/2021,C1120,P89,2,4
1/2/2021,C268,P24,9,5
1/2/2021,C683,P64,7,5
1/2/2021,C794,P57,9,3
1/2/2021,C399,P59,2,1
1/2/2021,C195,P26,9,
1/2/2021,C1470,P20,2,3
1/2/2021,C562,P87,8,2
1/2/2021,C783,P73,7,3
1/2/2021,C1098,P109,2,
1/2/2021,C711,P66,4,4
1/2/2021,C1359,P68,8,4
1/2/2021,C453,P34,9,4
1/2/2021,C116,P41,2,1
1/2/2021,C180,P115,7,2
1/2/2021,C278,P16,2,
1/2/2021,C38,P16,7,4
1/2/2021,C628,P53,4,5
1/2/2021,C131,P32,2,2
1/2/2021,C619,P96,7,3
1/2/2021,C1105,P80,4,1
1/2/2021,C823,P50,2,3
1/2/2021,C520,P2,8,1
1/2/2021,C763,P16,5,5
1/2/2021,C169,P72,2,4
1/2/2021,C212,P15,4,4
1/2/2021,C634,P104,8,1
1/2/2021,C60,P61,6,1
1/2/2021,C487,P43,2,5
1/2/2021,C991,P10,2,3
1/2/2021,C1040,P44,1,5
1/2/2021,C1488,P78,6,1
1/2/2021,C715,P21,1,2
1/2/2021,C454,P34,4,3
1/2/2021,C1355,P114,6,5
1/2/2021,C1317,P91,3,5
1/2/2021,C838,P85,1,1
1/2/2021,C794,P17,1,3
1/2/2021,C1094,P86,1,
1/2/2021,C1345,P7,1,2
1/2/2021,C314,P114,3,1
1/2/2021,C369,P57,2,5
1/2/2021,C884,P93,2,4
1/2/2021,C859,P71,9,
1/2/2021,C1397,P58,3,5
1/2/2021,C853,P71,6,5
1/2/2021,C869,P17,2,4
1/3/2021,C892,P78,4,1
1/3/2021,C23,P63,6,5
1/3/2021,C1288,P61,2,1
1/3/2021,C43,P100,2,2
1/3/2021,C228,P71,3,5
1/3/2021,C1440,P12,4,4
1/3/2021,C467,P19,8,5
1/3/2021,C945,P49,7,2
1/3/2021,C421,P2,1,2
1/3/2021,C907,P118,1,3
1/3/2021,C140,P32,1,3
1/3/2021,C833,P89,1,5
1/3/2021,C1318,P73,3,2
1/3/2021,C1496,P59,5,5
1/3/2021,C301,P91,4,2
1/3/2021,C1252,P81,2,4
1/3/2021,C177,P51,6,4
1/3/2021,C1408,P11,4,3
1/3/2021,C1157,P41,6,3
1/3/2021,C1182,P4,3,2
1/3/2021,C1010,P88,7,4
1/3/2021,C1427,P80,2,2
1/3/2021,C1157,P29,8,3
1/3/2021,C56,P20,9,4
1/3/2021,C1187,P74,3,2
1/3/2021,C1459,P45,6,4
1/3/2021,C1106,P70,3,5
1/3/2021,C845,P63,3,3
1/3/2021,C1262,P83,9,4
1/3/2021,C163,P96,2,2
1/3/2021,C991,P71,6,2
1/3/2021,C51,P67,1,3
1/3/2021,C1462,P32,6,1
1/3/2021,C257,P92,2,1
1/3/2021,C635,P31,6,4
1/3/2021,C1414,P33,9,
1/3/2021,C1342,P7,7,5
1/3/2021,C90,P102,1,4
1/3/2021,C931,P103,6,5
1/3/2021,C1470,P25,4,2
1/3/2021,C1055,P84,4,5
1/3/2021,C1054,P52,2,
1/3/2021,C549,P34,9,5
1/3/2021,C856,P50,3,2
1/3/2021,C886,P97,4,
1/3/2021,C1180,P71,8,4
1/3/2021,C880,P20,2,3
1/3/2021,C772,P106,3,3
1/3/2021,C1288,P92,6,5
1/3/2021,C1059,P22,7,4
1/3/2021,C35,P51,5,3
1/3/2021,C363,P37,7,3
1/3/2021,C696,P21,4,3
1/3/2021,C1203,P88,1,5
1/3/2021,C624,P45,4,5
1/3/2021,C955,P96,9,1
1/3/2021,C1328,P88,6,3
1/3/2021,C60,P110,6,2
1/3/2021,C1495,P86,8,2
1/3/2021,C512,P112,3,2
1/3/2021,C529,P62,9,
1/3/2021,C131,P54,6,2
1/3/2021,C686,P97,8,
1/3/2021,C1305,P52,5,5
1/3/2021,C437,P70,3,2
1/3/2021,C757,P64,8,2
1/3/2021,C251,P13,9,5
1/3/2021,C1086,P11,1,3
1/3/2021,C562,P78,9,4
1/3/2021,C492,P9,4,1
1/3/2021,C89,P63,1,5
1/3/2021,C625,P34,2,1
1/3/2021,C493,P64,9,3
1/3/2021,C1037,P22,7,2
1/3/2021,C762,P5,3,1
1/3/2021,C1349,P107,2,5
1/3/2021,C291,P86,5,4
1/3/2021,C117,P24,8,5
1/3/2021,C229,P34,8,5
1/3/2021,C1243,P26,1,3
1/3/2021,C848,P76,2,3
1/3/2021,C592,P47,1,3
1/3/2021,C768,P103,8,2
1/3/2021,C118,P86,6,5
1/3/2021,C278,P93,6,
1/3/2021,C223,P69,7,2
1/3/2021,C1300,P72,8,
1/3/2021,C314,P76,9,1
1/3/2021,C1363,P85,8,2
1/3/2021,C1326,P73,5,5
1/3/2021,C423,P108,7,1
1/3/2021,C977,P117,6,
1/3/2021,C1389,P46,2,2
1/3/2021,C1028,P72,2,4
1/3/2021,C663,P22,9,
1/3/2021,C1097,P106,7,3
1/3/2021,C1259,P100,6,4
1/3/2021,C675,P109,3,5
1/3/2021,C692,P96,7,1
1/3/2021,C589,P79,2,1
1/3/2021,C818,P57,3,1
1/3/2021,C986,P99,9,2
1/3/2021,C576,P2,1,3
1/3/2021,C760,P109,1,2
1/3/2021,C1233,P81,9,1
1/3/2021,C452,P27,3,4
1/3/2021,C304,P7,5,2
1/3/2021,C476,P61,4,5
1/3/2021,C97,P102,3,2
1/3/2021,C1145,P69,8,2
1/3/2021,C648,P5,5,3
1/3/2021,C938,P39,9,2
1/3/2021,C1357,P14,6,4
1/3/2021,C1189,P112,8,4
1/3/2021,C94,P55,2,3
1/3/2021,C810,P13,1,
1/3/2021,C158,P104,4,1
1/3/2021,C742,P39,9,3
1/3/2021,C622,P95,9,5
1/3/2021,C251,P11,6,3
1/3/2021,C624,P88,6,1
1/3/2021,C1014,P5,9,2
1/3/2021,C1434,P36,8,
1/3/2021,C1013,P86,9,3
1/3/2021,C253,P74,8,5
1/3/2021,C1091,P25,7,5
1/3/2021,C199,P105,1,4
1/3/2021,C379,P115,5,3
1/3/2021,C1260,P116,8,4
1/3/2021,C149,P64,3,2
1/3/2021,C560,P97,8,2
1/3/2021,C1386,P64,6,1
1/3/2021,C130,P23,4,4
1/3/2021,C543,P14,1,3
1/3/2021,C348,P37,7,3
1/3/2021,C909,P34,9,2
1/3/2021,C829,P39,9,1
1/3/2021,C406,P45,9,5
1/3/2021,C1020,P66,5,3
1/3/2021,C861,P27,3,2
1/3/2021,C948,P5,7,3
1/3/2021,C1144,P4,5,2
1/3/2021,C923,P4,5,5
1/3/2021,C12,P71,6,1
1/3/2021,C1498,P37,6,2
1/3/2021,C645,P36,6,5
1/3/2021,C194,P80,8,
1/3/2021,C747,P78,6,4
1/3/2021,C1137,P51,9,1
1/3/2021,C1060,P32,5,2
1/3/2021,C1262,P107,6,2
1/3/2021,C247,P89,4,
1/3/2021,C858,P18,4,
1/3/2021,C1205,P40,6,5
1/3/2021,C125,P81,8,5
1/3/2021,C304,P84,6,2
1/3/2021,C822,P99,5,2
1/3/2021,C1298,P80,9,5
1/3/2021,C168,P40,3,1
1/3/2021,C1073,P117,8,3
1/3/2021,C567,P14,8,3
1/3/2021,C240,P105,3,4
1/3/2021,C703,P45,3,
1/3/2021,C1362,P71,6,2
1/3/2021,C1063,P11,8,3
1/3/2021,C1484,P52,3,
1/3/2021,C78,P72,6,
1/3/2021,C1169,P21,6,1
1/3/2021,C521,P6,3,3
1/3/2021,C319,P43,2,5
1/3/2021,C466,P78,1,2
1/3/2021,C1189,P118,1,
1/3/2021,C1125,P50,4,3
1/3/2021,C1476,P4,5,1
1/3/2021,C113,P23,7,3
1/3/2021,C617,P114,8,3
1/3/2021,C239,P26,7,3
1/3/2021,C520,P16,8,5
1/3/2021,C933,P3,1,5
1/3/2021,C600,P80,7,3
1/3/2021,C326,P18,8,3
1/3/2021,C991,P23,9,3
1/3/2021,C1131,P50,2,4
1/3/2021,C1180,P63,5,3
1/3/2021,C905,P46,3,2
1/3/2021,C470,P114,8,1
1/3/2021,C1142,P39,2,2
1/3/2021,C520,P28,9,3
1/3/2021,C713,P6,3,1
1/3/2021,C991,P35,4,1
1/3/2021,C1356,P63,4,4
1/3/2021,C1134,P49,4,3
1/3/2021,C1428,P82,8,5
1/3/2021,C1400,P114,8,1
1/3/2021,C848,P28,7,3
1/3/2021,C667,P80,7,2
1/3/2021,C176,P87,7,5
1/3/2021,C858,P46,7,1
1/3/2021,C101,P12,1,3
1/3/2021,C109,P7,8,
1/3/2021,C1061,P48,8,3
1/4/2021,C603,P117,9,2
1/4/2021,C206,P77,6,1
1/4/2021,C732,P9,7,1
1/4/2021,C864,P28,7,5
1/4/2021,C626,P65,3,2
1/4/2021,C927,P88,8,2
1/4/2021,C1226,P22,1,1
1/4/2021,C1385,P43,2,3
1/4/2021,C702,P117,4,4
1/4/2021,C940,P61,3,3
1/4/2021,C319,P26,1,1
1/4/2021,C805,P90,8,2
1/4/2021,C928,P50,8,2
1/4/2021,C49,P78,6,2
1/4/2021,C841,P96,2,2
1/4/2021,C960,P53,1,5
1/4/2021,C1353,P92,2,2
1/4/2021,C563,P23,8,4
1/4/2021,C1052,P61,9,4
1/4/2021,C1061,P83,6,4
1/4/2021,C76,P50,4,5
1/4/2021,C1167,P45,7,2
1/4/2021,C419,P102,9,3
1/4/2021,C930,P43,3,1
1/4/2021,C1295,P81,4,1
1/4/2021,C265,P111,8,4
1/4/2021,C359,P45,8,2
1/4/2021,C499,P5,3,5
1/4/2021,C865,P71,9,5
1/4/2021,C631,P20,5,3
1/4/2021,C1240,P102,9,4
1/4/2021,C594,P113,1,4
1/4/2021,C1365,P80,1,4
1/4/2021,C968,P36,4,3
1/4/2021,C644,P77,3,5
1/4/2021,C1085,P5,8,2
1/4/2021,C1396,P41,7,1
1/4/2021,C1350,P85,7,4
1/4/2021,C897,P73,6,5
1/4/2021,C385,P10,6,5
1/4/2021,C299,P20,4,1
1/4/2021,C988,P35,1,2
1/4/2021,C1488,P50,2,3
1/4/2021,C32,P96,7,1
1/4/2021,C1134,P116,4,4
1/4/2021,C169,P103,5,4
1/4/2021,C1205,P62,2,1
1/4/2021,C1408,P99,5,2
1/4/2021,C1408,P30,8,2
1/4/2021,C828,P8,9,3
1/4/2021,C47,P3,3,
1/4/2021,C394,P109,7,4
1/4/2021,C15,P101,2,1
1/4/2021,C147,P9,3,2
1/4/2021,C837,P33,8,1
1/4/2021,C501,P101,9,5
1/4/2021,C709,P45,6,
1/4/2021,C1411,P73,8,2
1/4/2021,C164,P94,4,4
1/4/2021,C452,P57,1,2
1/4/2021,C623,P9,4,1
1/4/2021,C1489,P76,8,3
1/4/2021,C647,P71,4,
1/4/2021,C1208,P77,8,2
1/4/2021,C20,P49,5,
1/4/2021,C1376,P117,5,1
1/4/2021,C936,P110,8,
1/4/2021,C941,P117,2,1
1/4/2021,C1109,P10,5,4
1/4/2021,C33,P4,9,
1/4/2021,C1435,P14,6,3
1/4/2021,C572,P111,1,
1/4/2021,C784,P78,9,
1/4/2021,C1036,P60,8,4
1/4/2021,C487,P93,2,4
1/4/2021,C1491,P67,1,1
1/4/2021,C1159,P118,9,4
1/4/2021,C301,P86,4,5
1/4/2021,C261,P118,9,2
1/4/2021,C624,P107,6,4
1/4/2021,C909,P81,3,5
1/4/2021,C741,P9,2,
1/4/2021,C863,P14,8,2
1/4/2021,C189,P6,6,4
1/4/2021,C1364,P92,2,4
1/4/2021,C1353,P62,8,4
1/4/2021,C181,P31,9,2
1/4/2021,C1093,P8,8,1
1/4/2021,C107,P65,1,3
1/4/2021,C895,P56,3,2
1/4/2021,C488,P32,8,4
1/4/2021,C1035,P39,1,1
1/4/2021,C135,P98,8,3
1/4/2021,C1107,P70,7,5
1/4/2021,C1393,P84,9,5
1/4/2021,C868,P62,1,3
1/4/2021,C973,P7,8,4
1/4/2021,C181,P44,5,3
1/4/2021,C1188,P80,7,2
1/4/2021,C1241,P2,8,1
1/4/2021,C1006,P54,2,2
1/4/2021,C1184,P81,4,1
1/4/2021,C624,P111,5,5
1/4/2021,C966,P104,2,
1/4/2021,C1055,P97,1,4
1/4/2021,C494,P115,8,1
1/4/2021,C1191,P20,9,5
1/4/2021,C812,P70,1,3
1/4/2021,C1032,P15,5,4
1/4/2021,C1227,P55,5,3
1/4/2021,C433,P26,1,1
1/4/2021,C1129,P24,9,5
1/4/2021,C283,P12,6,2
1/4/2021,C180,P91,1,4
1/4/2021,C1243,P74,5,2
1/4/2021,C107,P105,7,2
1/4/2021,C253,P110,6,2
1/4/2021,C1470,P4,6,1
1/4/2021,C597,P30,9,2
1/4/2021,C569,P114,1,2
1/4/2021,C422,P57,9,1
1/4/2021,C842,P38,9,3
1/4/2021,C287,P31,4,4
1/4/2021,C1000,P103,4,5
1/4/2021,C592,P96,9,5
1/4/2021,C1374,P63,8,1
1/4/2021,C323,P68,9,4
1/4/2021,C828,P57,7,1
1/4/2021,C1452,P45,6,
1/4/2021,C1164,P7,7,5
1/4/2021,C728,P94,1,2
1/4/2021,C162,P109,4,5
1/4/2021,C1224,P87,2,4
1/4/2021,C1288,P71,9,3
1/4/2021,C19,P76,5,1
1/4/2021,C862,P112,6,
1/4/2021,C619,P79,8,4
1/4/2021,C802,P68,1,5
1/4/2021,C668,P5,2,5
1/4/2021,C182,P82,5,3
1/4/2021,C795,P45,9,3
1/4/2021,C937,P99,1,
1/4/2021,C85,P65,6,1
1/4/2021,C1183,P112,4,2
1/4/2021,C866,P76,7,
1/4/2021,C7,P110,4,5
1/4/2021,C4,P68,3,3
1/4/2021,C979,P56,8,3
1/4/2021,C965,P1,8,3
1/4/2021,C918,P48,3,5
1/4/2021,C672,P97,8,4
1/4/2021,C411,P116,8,3
1/4/2021,C1106,P97,6,2
1/4/2021,C1348,P50,1,4
1/4/2021,C106,P22,4,1
1/4/2021,C1259,P118,8,5
1/4/2021,C901,P49,4,
1/4/2021,C692,P117,8,3
1/4/2021,C1,P116,8,4
1/4/2021,C1003,P88,2,1
1/4/2021,C1451,P84,9,5
1/4/2021,C637,P46,3,4
1/4/2021,C854,P51,3,2
1/4/2021,C1099,P85,5,4
1/4/2021,C1124,P110,3,5
1/4/2021,C21,P78,9,5
1/4/2021,C1131,P59,1,4
1/4/2021,C460,P57,5,5
1/4/2021,C757,P28,1,5
1/4/2021,C118,P88,2,1
1/4/2021,C151,P42,5,5
1/4/2021,C554,P62,9,
1/4/2021,C148,P42,4,2
1/4/2021,C1096,P10,7,3
1/4/2021,C879,P17,3,4
1/4/2021,C7,P63,4,5
1/4/2021,C1278,P110,1,3
1/4/2021,C1083,P116,1,
1/4/2021,C353,P31,5,4
1/4/2021,C682,P108,5,4
1/4/2021,C79,P90,3,2
1/4/2021,C235,P91,6,2
1/4/2021,C1230,P84,1,4
1/4/2021,C736,P6,2,2
1/4/2021,C603,P64,8,
1/4/2021,C1364,P14,2,1
1/4/2021,C1254,P102,8,1
1/4/2021,C601,P83,8,
1/4/2021,C1326,P98,5,1
1/4/2021,C931,P100,3,2
1/4/2021,C1485,P35,3,2
1/4/2021,C791,P15,1,5
1/4/2021,C860,P84,7,2
1/4/2021,C251,P75,7,1
1/5/2021,C896,P101,9,1
1/5/2021,C1463,P88,6,3
1/5/2021,C732,P24,8,
1/5/2021,C622,P30,9,2
1/5/2021,C635,P68,3,1
1/5/2021,C481,P104,2,3
1/5/2021,C602,P103,8,5
1/5/2021,C338,P88,2,4
1/5/2021,C871,P29,4,4
1/5/2021,C140,P21,3,1
1/5/2021,C988,P43,1,3
1/5/2021,C154,P106,3,5
1/5/2021,C233,P57,1,3
1/5/2021,C1211,P39,4,2
1/5/2021,C440,P92,2,5
1/5/2021,C361,P59,3,4
1/5/2021,C985,P48,5,5
1/5/2021,C419,P4,6,1
1/5/2021,C102,P39,6,
1/5/2021,C423,P34,1,4
1/5/2021,C339,P78,5,3
1/5/2021,C973,P60,4,5
1/5/2021,C847,P97,6,3
1/5/2021,C719,P43,8,3
1/5/2021,C636,P19,9,2
1/5/2021,C1060,P111,9,1
1/5/2021,C1437,P12,1,3
1/5/2021,C640,P116,5,5
1/5/2021,C89,P54,2,1
1/5/2021,C793,P107,3,1
1/5/2021,C1005,P13,9,1
1/5/2021,C1176,P75,2,
1/5/2021,C1285,P7,8,1
1/5/2021,C1190,P106,6,5
1/5/2021,C839,P20,5,1
1/5/2021,C789,P103,5,1
1/5/2021,C667,P86,8,1
1/5/2021,C113,P18,5,2
1/5/2021,C566,P96,6,3
1/5/2021,C965,P117,4,2
1/5/2021,C503,P77,1,2
1/5/2021,C505,P22,5,4
